11 -9 -9 -0.00212802
-7 -0 9 -0.00110239
-3 9 -0 -0.00235866
-11 9 9 -0.00121562
4 -9 0 -0.00110239
8 0 -9 -0.00235866
6 -9 -9 -0.00153769
-1 -0 9 -0.00267558
-4 9 -0 -0.00151677
-6 9 9 -0.00263075
5 -9 0 -0.00267558
2 0 -9 -0.00151677
7 -9 -9 -0.00267558
-2 -0 9 -0.00349076
-4 9 -0 -0.00263075
-7 9 9 -0.00342742
5 -9 0 -0.00349076
3 0 -9 -0.00263075
8 -9 -9 -0.00349076
-3 -0 9 -0.00388492
-4 9 -0 -0.00342742
-8 9 9 -0.00381072
5 -9 0 -0.00388492
4 0 -9 -0.00342742
9 -9 -9 -0.00388492
-4 -0 9 -0.00381068
-4 9 -0 -0.00381072
-9 9 9 -0.00373455
5 -9 0 -0.00381068
5 0 -9 -0.00381072
10 -9 -9 -0.00381068
-5 -0 9 -0.00327804
-4 9 -0 -0.00373455
-10 9 9 -0.0032091
5 -9 0 -0.00327804
6 0 -9 -0.00373455
11 -9 -9 -0.00327804
-6 -0 9 -0.00235866
-4 9 -0 -0.0032091
-11 9 9 -0.0023049
5 -9 0 -0.00235866
7 0 -9 -0.0032091
12 -9 -9 -0.00235866
-7 -0 9 -0.00121562
-4 9 -0 -0.0023049
-12 9 9 -0.00118226
5 -9 0 -0.00121562
8 0 -9 -0.0023049
7 -9 -9 -0.00151677
-1 -0 9 -0.00263075
-5 9 -0 -0.0013137
-7 9 9 -0.00226977
6 -9 0 -0.00263075
2 0 -9 -0.0013137
8 -9 -9 -0.00263075
-2 -0 9 -0.00342742
-5 9 -0 -0.00226977
-8 9 9 -0.00295207
6 -9 0 -0.00342742
3 0 -9 -0.00226977
9 -9 -9 -0.00342742
-3 -0 9 -0.00381072
-5 9 -0 -0.00295207
-9 9 9 -0.00327832
6 -9 0 -0.00381072
4 0 -9 -0.00295207
10 -9 -9 -0.00381072
-4 -0 9 -0.00373455
-5 9 -0 -0.00327832
-10 9 9 -0.0032093
6 -9 0 -0.00373455
5 0 -9 -0.00327832
11 -9 -9 -0.00373455
-5 -0 9 -0.0032091
-5 9 -0 -0.0032093
-11 9 9 -0.00275414
6 -9 0 -0.0032091
6 0 -9 -0.0032093
12 -9 -9 -0.0032091
-6 -0 9 -0.0023049
-5 9 -0 -0.00275414
-12 9 9 -0.00197382
6 -9 0 -0.0023049
7 0 -9 -0.00275414
13 -9 -9 -0.0023049
-7 -0 9 -0.00118226
-5 9 -0 -0.00197382
-13 9 9 -0.00100659
6 -9 0 -0.00118226
8 0 -9 -0.00197382
8 -9 -9 -0.0013137
-1 -0 9 -0.00226977
-6 9 -0 -0.000957456
-8 9 9 -0.00164296
7 -9 0 -0.00226977
2 0 -9 -0.000957456
9 -9 -9 -0.00226977
-2 -0 9 -0.00295207
-6 9 -0 -0.00164296
-9 9 9 -0.00213031
7 -9 0 -0.00295207
3 0 -9 -0.00164296
10 -9 -9 -0.00295207
-3 -0 9 -0.00327832
-6 9 -0 -0.00213031
-10 9 9 -0.00236072
7 -9 0 -0.00327832
4 0 -9 -0.00213031
11 -9 -9 -0.00327832
-4 -0 9 -0.0032093
-6 9 -0 -0.00236072
-11 9 9 -0.00230649
7 -9 0 -0.0032093
5 0 -9 -0.00236072
12 -9 -9 -0.0032093
-5 -0 9 -0.00275414
-6 9 -0 -0.00230649
-12 9 9 -0.00197476
7 -9 0 -0.00275414
6 0 -9 -0.00230649
13 -9 -9 -0.00275414
-6 -0 9 -0.00197382
-6 9 -0 -0.00197476
-13 9 9 -0.00140984
7 -9 0 -0.00197382
7 0 -9 -0.00197476
14 -9 -9 -0.00197382
-7 -0 9 -0.00100659
-6 9 -0 -0.00140984
-14 9 9 -0.000711846
7 -9 0 -0.00100659
8 0 -9 -0.00140984
9 -9 -9 -0.000957456
-1 -0 9 -0.00164296
-7 9 -0 -0.000519943
-9 9 9 -0.000871865
8 -9 0 -0.00164296
2 0 -9 -0.000519943
10 -9 -9 -0.00164296
-2 -0 9 -0.00213031
-7 9 -0 -0.000871865
-10 9 9 -0.00111863
8 -9 0 -0.00213031
3 0 -9 -0.000871865
11 -9 -9 -0.00213031
-3 -0 9 -0.00236072
-7 9 -0 -0.00111863
-11 9 9 -0.00123049
8 -9 0 -0.00236072
4 0 -9 -0.00111863
12 -9 -9 -0.00236072
-4 -0 9 -0.00230649
-7 9 -0 -0.00123049
-12 9 9 -0.00119403
8 -9 0 -0.00230649
5 0 -9 -0.00123049
13 -9 -9 -0.00230649
-5 -0 9 -0.00197476
-7 9 -0 -0.00119403
-13 9 9 -0.00101405
8 -9 0 -0.00197476
6 0 -9 -0.00119403
14 -9 -9 -0.00197476
-6 -0 9 -0.00140984
-7 9 -0 -0.00101405
-14 9 9 -0.00071481
8 -9 0 -0.00140984
7 0 -9 -0.00101405
15 -9 -9 -0.00140984
-7 -0 9 -0.000711846
-7 9 -0 -0.00071481
-15 9 9 -0.000349884
8 -9 0 -0.000711846
8 0 -9 -0.00071481
10 -9 -9 -0.000488037
-8 -0 9 -0.000149699
-1 9 -0 -0.000856205
-10 9 9 -0.000250508
2 -9 0 -0.000149699
9 0 -9 -0.000856205
11 -9 -9 -0.000856205
-8 -0 9 -0.000250508
-2 9 -0 -0.00110239
-11 9 9 -0.000321102
3 -9 0 -0.000250508
9 0 -9 -0.00110239
12 -9 -9 -0.00110239
-8 -0 9 -0.000321102
-3 9 -0 -0.00121562
-12 9 9 -0.000352966
4 -9 0 -0.000321102
9 0 -9 -0.00121562
13 -9 -9 -0.00121562
-8 -0 9 -0.000352966
-4 9 -0 -0.00118226
-13 9 9 -0.000342258
5 -9 0 -0.000352966
9 0 -9 -0.00118226
14 -9 -9 -0.00118226
-8 -0 9 -0.000342258
-5 9 -0 -0.00100659
-14 9 9 -0.000290268
6 -9 0 -0.000342258
9 0 -9 -0.00100659
15 -9 -9 -0.00100659
-8 -0 9 -0.000290268
-6 9 -0 -0.000711846
-15 9 9 -0.000203267
7 -9 0 -0.000290268
9 0 -9 -0.000711846
16 -9 -9 -0.000711846
-8 -0 9 -0.000203267
-7 9 -0 -0.000349884
-16 9 9 -9.175e-05
8 -9 0 -0.000203267
9 0 -9 -0.000349884
10 -9 -9 -0.000519943
-1 -0 9 -0.000871865
-8 9 -0 -0.000239585
-10 9 9 -0.000359547
9 -9 0 -0.000871865
2 0 -9 -0.000239585
11 -9 -9 -0.000871865
-2 -0 9 -0.00111863
-8 9 -0 -0.000359547
-11 9 9 -0.000436156
9 -9 0 -0.00111863
3 0 -9 -0.000359547
12 -9 -9 -0.00111863
-3 -0 9 -0.00123049
-8 9 -0 -0.000436156
-12 9 9 -0.000460219
9 -9 0 -0.00123049
4 0 -9 -0.000436156
13 -9 -9 -0.00123049
-4 -0 9 -0.00119403
-8 9 -0 -0.000460219
-13 9 9 -0.000429011
9 -9 0 -0.00119403
5 0 -9 -0.000460219
14 -9 -9 -0.00119403
-5 -0 9 -0.00101405
-8 9 -0 -0.000429011
-14 9 9 -0.000347014
9 -9 0 -0.00101405
6 0 -9 -0.000429011
15 -9 -9 -0.00101405
-6 -0 9 -0.00071481
-8 9 -0 -0.000347014
-15 9 9 -0.000226984
9 -9 0 -0.00071481
7 0 -9 -0.000347014
16 -9 -9 -0.00071481
-7 -0 9 -0.000349884
-8 9 -0 -0.000226984
-16 9 9 -9.48658e-05
9 -9 0 -0.000349884
8 0 -9 -0.000226984
17 -9 -9 -0.000349884
-8 -0 9 -9.175e-05
-8 9 -0 -9.48658e-05
-17 9 9 -1.24631e-05
9 -9 0 -9.175e-05
9 0 -9 -9.48658e-05
1 -9 -9 0
-0 -0 9 0
-0 9 -0 0
-1 9 9 -0.000456962
1 -9 0 0
1 0 -9 0
2 -9 -9 0
-0 -0 9 -0.000456962
-1 9 -0 0
-2 9 9 -0.00104323
2 -9 0 -0.000456962
1 0 -9 0
3 -9 -9 0
-0 -0 9 -0.00104323
-2 9 -0 0
-3 9 9 -0.00137327
3 -9 0 -0.00104323
1 0 -9 0
4 -9 -9 0
-0 -0 9 -0.00137327
-3 9 -0 0
-4 9 9 -0.00153769
4 -9 0 -0.00137327
1 0 -9 0
5 -9 -9 0
-0 -0 9 -0.00153769
-4 9 -0 0
-5 9 9 -0.00151677
5 -9 0 -0.00153769
1 0 -9 0
6 -9 -9 0
-0 -0 9 -0.00151677
-5 9 -0 0
-6 9 9 -0.0013137
6 -9 0 -0.00151677
1 0 -9 0
7 -9 -9 0
-0 -0 9 -0.0013137
-6 9 -0 0
-7 9 9 -0.000957456
7 -9 0 -0.0013137
1 0 -9 0
8 -9 -9 0
-0 -0 9 -0.000957456
-7 9 -0 0
-8 9 9 -0.000519943
8 -9 0 -0.000957456
1 0 -9 0
9 -9 -9 0
-0 -0 9 -0.000519943
-8 9 -0 0
-9 9 9 -0.000239585
9 -9 0 -0.000519943
1 0 -9 0
2 -9 -9 0
0 9 0 -0.000456962
-1 0 9 0
-2 9 9 -0.000871573
2 -0 -9 -0.000456962
1 -9 -0 0
3 -9 -9 0
0 9 0 -0.000871573
-2 0 9 0
-3 9 9 -0.00118106
3 -0 -9 -0.000871573
1 -9 -0 0
4 -9 -9 0
0 9 0 -0.00118106
-3 0 9 0
-4 9 9 -0.0013481
4 -0 -9 -0.00118106
1 -9 -0 0
5 -9 -9 0
0 9 0 -0.0013481
-4 0 9 0
-5 9 9 -0.00135255
5 -0 -9 -0.0013481
1 -9 -0 0
6 -9 -9 0
0 9 0 -0.00135255
-5 0 9 0
-6 9 9 -0.00119398
6 -0 -9 -0.00135255
1 -9 -0 0
7 -9 -9 0
0 9 0 -0.00119398
-6 0 9 0
-7 9 9 -0.000892183
7 -0 -9 -0.00119398
1 -9 -0 0
8 -9 -9 0
0 9 0 -0.000892183
-7 0 9 0
-8 9 9 -0.000488037
8 -0 -9 -0.000892183
1 -9 -0 0
9 -9 -9 0
0 9 0 -0.000488037
-8 0 9 0
-9 9 9 -0.000149699
9 -0 -9 -0.000488037
1 -9 -0 0
